thai,phone
สังกัปปะ,
สังกา,saŋ5 kA-1
สังการ,
สั่งการ,saŋ2 kAn1
สังกาศ,
สังกิเลส,
สังเกต,saŋ5 kEt2
สังเกตการณ์,saŋ5 kEt2 kAn1
สังเกตว่า,
สังเกตเห็น,saŋ5 kEt2 hen5
สังข,
สังข์,saŋ5
สังขกร,
สังข์กระจายวรวิหาร,
สังขต,
สังขตธรรม,
สังขตะ,
สังขยา,saŋ5 Ka-2 jA-5
สังขลิก,
สังขลิกา,
สังขะวัฒนะ,
สังขาร,saŋ5 KAn5
สังขารธรรม,
สังขารโลก,
สังขารา,
สังเขป,saŋ5 KEp2
สังโขภ,
สังค,
สังค์,
สังคญาติ,
สังคม,saŋ5 Kom1
สังคมข่าวสาร,
สังคมชาวบ้าน,
สังคมนิยม,saŋ5 Kom1 niʔ4 jom1
สังคมเปิด,
สังคมเมือง,saŋ5 Kom1 mRŋ1
สังคมวิทยา,saŋ5 Kom1 wit4 Ta-4 jA-1
สังคมวิทยาและมานุษยวิทยา,
สังคมศาสตร์,saŋ5 Kom1 sAt2
สังคมศึกษา,saŋ5 Kom1 sɯk2 sA-5
สังคมเศรษฐกิจ,
สังคมสงเคราะห์,saŋ5 Kom1 soŋ5 Krɔʔ4
สังคห,
สังคหวัตถุ,
สังคหะ,
สังคะวาด,
สังคัง,saŋ5 Kaŋ1
สังคาตา,
สังคายนา,saŋ5 KAj1 ja-4 nA-1
สังคายนาย,
สังคีต,saŋ5 KIt3
สังคีติ,
สังเค็ด,
สังเคราะห์,saŋ5 Krɔʔ4
สังเคราะห์แสง,
สังฆ,saŋ5 Ka-4
สังฆกรรม,saŋ5 Ka-4 kam1
สังฆการี,
สังฆเถระ,
สังฆทาน,saŋ5 Ka-4 TAn1
สังฆนายก,
สังฆปาโมกข์,
สังฆภัต,
สังฆเภท,
สังฆมณฑล,saŋ5 Ka-4 mon1 Ton1
สังฆมนตรี,
สังฆราช,saŋ5 Ka-4 rAt3
สังฆสภา,
สังฆาฏิ,saŋ5 KA-1 tiʔ2
สังฆาณัติ,
สังฆาทิเสส,
สังฆาธิการ,
สังฆานุสติ,
สังฆาวาส,
สังโฆ,
สังโฆวิสุทโธ,
สั่งงาน,saŋ2 ŋAn1
สั่งจอง,saŋ2 cXŋ1
สั่งจ่าย,saŋ2 cAj2
สั่งซื้อ,saŋ2 sW-4
สังดัก,
สั่งตัด,
สั่งทำ,
สั่งน้ำมูก,saŋ2 nam4 mUk3
สังปะติแหงะ,
สังปะลิเหงะ,
สั่งเมือง,
สั่งย้ำ,saŋ2 jAm4
สังยุตนิกาย,
สังโยค,
สังโยชน์,
สั่งลา,saŋ2 lA-1
สังวร,saŋ5 wXn1
สังวัจฉระ,
สังวัธยาย,
สังวาล,saŋ5 wAn1
สังวาลพราหมณ์,
สังวาส,saŋ5 wAt3
สังเวคะ,
สังเวช,saŋ5 wEt3
สังเวชนียสถาน,
สังเวย,saŋ5 wZj1
สังเวียน,saŋ5 wJn1
สังสกฤต,
สังสการ,
สังสดมภ์,
สังสนทนา,saŋ5 son5 Ta-4 nA-1
สั่งสนทนา,saŋ2 son5 Ta-4 nA-1
สั่งสม,saŋ2 som5
สังสรรค์,saŋ5 san5
สั่งสอน,saŋ2 sXn5
สังสารวัฏ,
สังสิทธิ,
สั่งสินค้า,
สังสุทธ์,
สังสุทธิ,
สั่งเสีย,saŋ2 sJ-5
สังหร,
สังหรณ์,saŋ5 hXn5
สังหรณ์ใจ,saŋ5 hXn5 caj1
สังหรรษ,
สั่งห้าม,saŋ2 hAm3
สังหาร,saŋ5 hAn5
สังหาริมทรัพย์,saŋ5 hA-5 rim1 ma-4 sap4
สังหาริมะ,
สังหิต,
สั่งอาหาร,saŋ2 ʔA-1 hAn5
สัจ,sat2
สัจกิริยา,
สัจจนิยม,sat2 caʔ2 niʔ4 jom1
สัจจะ,sat2 caʔ2
สัจญาณ,
สัจธรรม,sat2 ca-2 Tam1 ma-4
สัจนิยม,sat2 ca-2 niʔ4 jom1
สัจพจน์,sat2 ca-2 Pot4
สัชฌ,
สัชฌกร,
สัชฌการ,
สัชฌะ,
สัชฌายะ,
สัชฌุ,
สัชฌุกร,
สัชฌุการ,
สัญจร,san5 cXn1
สัญจรโรค,
สัญจาระ,
สัญเจตนา,
สัญชาต,
สัญชาตญาณ,san5 CAt3 ta-2 jAn1
สัญชาติ,san5 CAt3
สัญฌา,
สัญญลักษณ์,
สัญญะ,
สัญญา,san5 jA-1
สัญญาจ้าง,
สัญญาเช่า,san5 jA-1 Caw3
สัญญาซื้อขาย,san5 jA-1 sW-4 KAj5
สัญญาณ,san5 jAn1
สัญญาณจราจร,san5 jAn1 ca-2 rA-1 cXn1
สัญญาณไฟ,san5 jAn1 faj1
สัญญาณไฟจราจร,san5 jAn1 faj1 ca-2 rA-1 cXn1
สัญญาณภัย,san5 jAn1 Paj1
สัญญาณภัยทางอากาศ,san5 jAn1 Paj1 TAŋ1 ʔA-1 kAt2
สัญญาณภาพ,
สัญญาณรบกวน,
สัญญาณเรียก,
สัญญาณอนาล็อก,
สัญญาณอันตราย,
สัญญาต่างตอบแทน,san5 jA-1 tAŋ2 tXp2 TYn1
สัญญาทางปกครอง,
สัญญานไฟ,
สัญญาบัตร,san5 jA-1 bat2
สัญญาว่าจ้าง,
สัญญาวิปลาส,san5 jA-1 wip4 pa-2 lAt3
สัญญาสำเร็จรูป,
สัญญี,san5 jI-1
สัญโญชน์,
สัญนิยม,
สัญประกาศ,
สัญโยค,
สัญลักษณ์,san5 jaʔ4 lak4
สัฐิ,
สัณญาณภาพ,
สัณฐาน,san5 TAn5
สัณฐิติ,
สัณฑ์,san5
สัณห์,
สัด,sat2
สัดจอง,
สัดส่วน,sat2 sVn2
สัต,sat2
สัตการ,
สัตตบงกช,
สัตตบรรณ,
สัตตบุษย์,
สัตตสดก,
สัตตะ,
สัตตาห,
สัตตาหกรณียะ,
สัตตาหกาลิก,
สัตตุ,
สัตตู,
สัตถ,
สัตถันดร,
สัตถันดรกัป,
สัตถา,
สัตถิ,
สัตถุ,
สัตถุศาสนา,
สัตบถ,
สัตบรรณ,
สัตบริภัณฑ์,
สัตบุรุษ,sat2 buʔ2 rut4
สัตภัณฑ์,sat2 ta-2 Pan1
สัตม,
สัตมวาร,
สัตมหาสถาน,
สัตย,
สัตย์,sat2
สัตย์ซื่อ,
สัตยพรต,
สัตยวาที,
สัตย์ฯ,
สัตยาเคราะห์,
สัตยาธิษฐาน,
สัตยานุภาพ,
สัตยาบัน,sat2 ta-2 jA-1 ban1
สัตโลหะ,
สัตว,sat2 ta-2 waʔ4
สัตว์,sat2
สัตว์กินเนื้อ,sat2 kin1 nR-4
สัตวชาติ,
สัตว์เดรัจฉาน,sat2 dE-1 rat4 CAn5
สัตว์น้ำ,sat2 nAm4
สัตว์บก,sat2 bok2
สัตวบาล,sat2 ta-2 wa-4 bAn1
สัตว์ประหลาด,sat2 pra-1 lAt2
สัตว์ป่า,sat2 pA-2
สัตว์ป่าสงวน,
สัตว์ปีก,sat2 pIk2
สัตว์พาหนะ,sat2 PA-1 ha-2 naʔ4
สัตวแพทย์,sat2 ta-2 waʔ4 PYt3
สัตวแพทยศาสตร์,
สัตวแพทย์ศาสตร์,
สัตวแพทยศาสตรบัณฑิต,
สัตว์ไม่มีกระดูกสันหลัง,
สัตว์ร้าย,sat2 rAj4
สัตว์เลี้ยง,sat2 lJŋ4
สัตว์เลี้ยงลูกด้วยนม,sat2 lJŋ4 lUk3 dVj3 nom1
สัตว์เลือดเย็น,
สัตว์เลือดอุ่น,
สัตว์เลื้อยคลาน,sat2 lRj4 KlAn1
สัตวโลก,
สัตว์โลก,sat2 lOk3
สัตววิทยา,sat2 ta-1 wa-4 wit4 Ta-1 jA-1
สัตวศาสตร์,sat2 ta-2 waʔ4 sAt2
สัตว์สองเท้า,sat2 sXŋ5 TAw4
สัตว์สี่เท้า,sat2 sI-2 TAw4
สัตว์หิมพานต์,
สัตวา,
สัตวาร,sat2 ta-2 wAn1
สัตสดก,
สัตหีบ,sat2 ta-2 hIp2
สัทธรรม,
สัทธา,sat2 TA-1
สัทธาจริต,
สัทธาธิกะ,
สัทธิงวิหาริก,
สัทธินทรีย์,
สัทธิวิหาริก,
สัทวิทยา,sat2 Ta-4 wit4 jA-1
สัทศาสตร์,sat2 Ta-4 sAt2
สัทอักษร,sat2 Ta-4 ʔak2 sXn5
สัน,san5
สั่น,san2
สั้น,san3
สั้นเกรียน,
สันเขา,san5 Kaw5
สั่นคลอน,san2 KlXn1
สั่นเครือ,san2 KrR-1
สั่นงกๆ,
สั่นงั่ก,
สั่นเงอะงะ,
สันจมูก,
สันดอน,san5 dXn1
สันดาน,san5 dAn1
สันดาป,san5 dAp2
สันเดก,
สันโดษ,san5 dOt2
สันต์,
สันตติ,
สันตติวงศ์,san5 ta-2 tiʔ2 woŋ1
สันตะปาปา,san5 taʔ2 pA-1 pA-1
สันตะวา,
สันติ,san5 tiʔ2
สันติกะ,
สันติบาล,san5 tiʔ2 bAn1
สันติภาพ,san5 tiʔ2 PAp3
สันติวิธี,san5 tiʔ2 wi-4 TI-1
สันติสุข,san5 tiʔ2 suk2
สันตุฏฐี,
สันถระ,
สันถว,san5 Ta-1 waʔ4
สันถวไมตรี,san5 Ta-2 wa-4 maj1 trI-1
สันถวะ,
สันถัต,
สันถาร,
สันทนะ,
สันทนาการ,san5 Ta-4 nA-1 kAn1
สันทะ,
สันทัด,san5 Tat4
สันทัดกรณี,san5 Tat4 ka-2 ra-4 nI-1
สันทัดจัดเจน,san5 Tat4 cat2 cEn1
สันทัสนะ,
สันทาน,
สันทิฐิก,
สันทิส,
สันเทส,
สันเทหะ,
สั่นเทา,san2 Taw1
สั่นเทิ้ม,san2 TZm4
สันธาน,san5 TAn1
สันนิธิ,
สันนิบาต,san5 niʔ4 bAt2
สันนิบาตเทศบาล,
สันนิวาส,san5 niʔ4 wAt3
สันนิเวส,
สันนิษฐาน,san5 nit4 TAn5
สันปันน้ำ,san5 pan1 nAm4
สันพร้านางแอ,
สันพร้ามอญ,
สันพร้าหอม,
สันมือ,
สันรวง,
สั่นระรัว,
สันลึก,
สันสกฤต,san5 sa-1 krit2
สันสลี,
สั่นสะท้าน,san2 saʔ2 TAn4
สั่นสะเทือน,san2 saʔ2 TRn1
สันหนังสือ,
สันหลัง,san5 laŋ5
สันหลังคา,
สันหลังยาว,san5 laŋ5 jAw1
สั่นหัว,
สับ,sap2
สับเกลียว,
สับไก,sap2 kaj1
สับโขก,
สับเงา,
สับเชือก,
สับตัว,
สับนก,
สับปลับ,sap2 plap2
สับปลี้,
สับปะขาว,
สับปะรด,sap2 paʔ2 rot4
สับปะรดเทศ,
สับปะรังเค,sap2 paʔ2 raŋ1 KE-1
สับเปลี่ยน,sap2 plJn2
สับไพ่,sap2 Paj3
สับราง,sap2 rAŋ1
สับสน,sap2 son5
สับสนวุ่นวาย,
สับหลีก,sap2 lIk2
สับหว่าง,
สัปคับ,sap2 pa-2 Kap4
สัปคับช้าง,
สัปด,
สัปดน,sap2 don1
สัปดปกรณ์,
สัปดประกรณ์,
สัปดสดก,
สัปดาห์,sap2 dA-1
สัปดาหะ,
สัปต,sap2 ta-2
สัปตเคราะห์,
สัปตศก,sap2 ta-2 sok2
สัปทน,sap2 pa-2 Ton1
สัปปะ,
สัปปะรด,
สัปปะรังเค,
สัปปิ,
สัปปุริส,
สัปปุรุษ,
สัประยุทธ์,sap2 pra-1 jut4
สัปหงก,sap2 pa-2 ŋok2
สัปเหร่อ,sap2 pa-2 rZ-2
สัพ,
สัพพะ,
สัพพัญญู,
สัพเพเหระ,sap2 PE-1 hE-5 raʔ4
สัพยอก,sap2 Pa-4 jXk3
สัมนา,
สัมบูรณ์,sam5 bUn1
สัมปชญัญะ,
สัมปชัญญะ,sam5 pa-2 Can1 jaʔ4
สัมปทา,
สัมปทาน,sam5 pa-2 TAn1
สัมปยุต,
สัมปโยค,
สัมประสิทธิ์,sam5 pra-1 sit2
สัมประหาร,
สัมปรายภพ,sam5 pa-2 rA-1 jaʔ4 Pop4
สัมปรายิกภพ,sam5 paʔ2 rA-1 jiʔ4 ka-1 Pop4
สัมปัตติ,
สัมผัปลาป,
สัมผัปลาปะ,
สัมผัส,sam5 Pat2
สัมผัสนอก,
สัมผัสใน,
สัมผัสมือ,
สัมผัสสระ,sam5 Pat2 sa-1 raʔ2
สัมผัสอักษร,sam5 Pat2 ʔak2 sXn5
สัมพล,
สัมพหุลา,
สัมพัจฉร,
สัมพัจฉรฉินท์,
สัมพัตสร,
สัมพัทธ์,
สัมพัทธภาพ,sam5 Pat4 Ta-4 PAp3
สัมพันธ,sam5 Pan1 Taʔ4
สัมพันธ์,sam5 Pan1
สัมพันธ์กัน,
สัมพันธน์,sam5 Pan1
สัมพันธภาพ,sam5 Pan1 Ta-4 PAp3
สัมพันธภาพทางสังคม,sam5 Pan1 Ta-4 PAp3 TAŋ1 saŋ5 Kom1
สัมพันธมิตร,sam5 Pan1 Taʔ4 mit4
สัมพันธไมตรี,sam5 Pan1 Taʔ4 maj1 trI-1
สัมพันธวงศ์,sam5 Pan1 Ta-4 woŋ1
สัมพาธะ,
สัมพาหน์,
สัมพาหะ,
สัมพุทธ,sam5 Put4
สัมพุทธะ,
สัมโพธิ,
สัมภวะ,
สัมภเวสี,sam5 Pa-4 wE-1 sI-5
สัมภัต,
สัมภัตตะ,
สัมภาระ,sam5 PA-1 raʔ4
สัมภาษณ์,sam5 PAt3
สัมเภทะ,
สัมโภคกาย,
สัมมนา,sam5 ma-4 nA-1
สัมมัปธาน,
สัมมา,sam5 mA-1
สัมมากร,
สัมมากัมมันตะ,
สัมมาคารวะ,sam5 mA-1 KA-1 ra-4 waʔ4
สัมมาจริยา,
สัมมาชีพ,sam5 mA-1 CIp3
สัมมาทิฐิ,sam5 mA-1 Tiʔ4 Tiʔ2
สัมมาวาจา,sam5 mA-1 wA-1 cA-1
สัมมาวายามะ,sam5 mA-1 wA-1 jA-1 maʔ4
สัมมาสติ,sam5 mA-1 sa-1 tiʔ2
สัมมาสมาธิ,sam5 mA-1 sa-1 mA-1 Tiʔ4
สัมมาสังกัปปะ,sam5 mA-1 saŋ5 kap2 paʔ2
สัมมาอาชีพ,
สัมมาอาชีวะ,sam5 mA-1 ʔA-1 CI-1 waʔ4
สัมโมท,
สัมโมทนียกถา,sam5 mO-1 Ta-4 nI-1 ja-4 ka-2 TA-5
สัมฤทธิ,sam5 rit4 Tiʔ4
สัมฤทธิ์,sam5 rit4
สัมฤทธิผล,
สัมฤทธิ์ผล,sam5 rit4 Pon5
สัมฤทธิศก,
สัมฤิทธิ์,
สัยน์,
สัลลาป,
สัลเลข,
สั่ว,sV-2
สั่วๆ,
สัสดี,sat2 sa-1 dI-1
สัสต,
สัสตทิฐิ,
สัสสะ,
สัสสุ,
สัสสู,
สัสุรี,
สา,sA-5
ส่า,sA-2
สาก,sAk2
สากกะเบือ,sAk2 ka-1 bR-1
สากรรจ์,
สากล,sA-5 kon1
สากลนิยม,
สากษิน,
สากษี,
สากหยาก,
สากอ,
สากะ,
สากัจฉา,sA-5 kat2 CA-5
สากัลย์,
สากิย,
สากิยบุตร,
สากิยมุนี,
สากิยะ,
สาเก,sA-5 kE-1
สาเกด,
สาเกต,
สาแก่ใจ,sA-5 kY-2 caj1
ส่าขนุน,
สาขา,sA-5 KA-5
สาขาวิชา,
สาขาสำนักงาน,
ส่าไข้,sA-2 Kaj3
สาคร,sA-5 KXn1
สาคเรศ,sA-5 Ka-4 rEt3
สาคู,sA-5 KU-1
สาคูน้ำเชื่อม,
สาคูเปียก,
สาคูลาน,
สาคูวิลาด,
สาคูไส้หมู,
สาง,sAŋ5
ส่าง,
ส้าง,
สางคลื่น,
สางห่า,
สาใจ,sA-5 caj1
สาชล,
สาฎก,
สาฏิก,
สาณ,
สาณี,
สาด,sAt2
สาดโคลน,sAt2 KlOn1
สาดน้ำรดกัน,
สาดส่อง,sAt2 sXŋ2
สาดเสียเทเสีย,sAt2 sJ-5 TE-1 sJ-5
สาต,
สาตรา,
สาไถย,
สาทร,sA-5 TXn1
สาทิตย์,
สาทิส,
สาทิสลักษณ์,
สาทุ,
สาโท,
สาธก,sA-5 Tok4
สาธกโวหาร,
สาธย,
สาธยะ,
สาธยาย,sA-5 Ta-4 jAj1
สาธร,sA-5 TXn1
สาธารณ์,sA-5 TAn1
สาธารณกุศล,sA-5 TA-1 ra-4 na-4 kuʔ2 son5
สาธารณชน,sA-5 TA-1 ra-4 na-4 Con1
สาธารณประโยชน์,sA-5 TA-1 ra-4 na-4 pra-1 jOt2
สาธารณภัย,sA-5 TA-1 ra-4 na-4 Paj1
สาธารณรัฐ,sA-5 TA-1 ra-4 na-4 rat4
สาธารณรัฐประชาธิปไตยประชาชนลาว,sA-5 TA-1 ra-4 na-4 rat4 pra-1 CA-1 Tip4 pa-2 taj1 pra-1 CA-1 Con1 lAw1
สาธารณสถาน,sA-5 TA-1 ra-4 na-4 sa-1 TAn5
สาธารณสมบัติ,sA-5 TA-1 ra-4 na-4 som5 bat2
สาธารณสุข,sA-5 TA-1 ra-4 na-4 suk2
สาธารณสุขศาสตรบัณฑิต,
สาธารณสุขศาสตรมหาบัณฑิต,
สาธารณะ,sA-5 TA-1 ra-4 naʔ4
สาธารณูปการ,sA-5 TA-1 ra-4 nU-1 pa-2 kAn1
สาธารณูปโภค,sA-5 TA-1 ra-4 nU-1 pa-2 POk3
สาธิต,sA-5 Tit4
สาธุ,sA-5 Tuʔ4
สาธุการ,sA-5 Tuʔ4 kAn1
สาธุชน,sA-5 Tuʔ4 Con1
สาธุสะ,
สาน,sAn5
ส่าน,sAn2
สานตวะ,
สานต่อ,sAn5 tX-2
สานะ,
สานุ,
สานุศิษย์,sA-5 nuʔ4 sit2
สานู,
สาบ,sAp2
สาบขนุน,
สาบแร้ง,
สาบแร้งสาบกา,
สาบสูญ,sAp2 sUn5
สาบเสือ,sAp2 sR-5
สาบาน,sA-5 bAn1
สาบานธง,
สาป,sAp2
สาปแช่ง,sAp2 CYŋ3
สาปไตย,
สาปส่ง,sAp2 soŋ2
สาปสรร,
สาม,sAm5
สามก๊ก,sAm5 kok4
สามกษัตริย์,
สามเกลอ,
สามแก้ว,
สามขา,sAm5 KA-5
สามขุม,
สามเขี้ยว,
สามคาน,
สามโคก,
สามง่าม,sAm5 ŋAm3
สามชั้น,
สามชัย,
สามช่า,
สามชาย,
สามชุก,
สามแซ่,
สามเณร,sAm5 ma-4 nEn1
สามเณรี,sAm5 nE-1 rI-1
สามตา,
สามนต,
สามนต์,sA-5 mon1
สามนตราช,
สามบาน,
สามใบเถา,
สามพราน,
สามพร้าว,
สามเพลงตกม้าตาย,
สามแพร่ง,sAm5 PrYŋ3
สามเมา,
สามไม้กลาง,
สามไม้นอก,
สามไม้ใน,
สามยทรัพย์,
สามย่าน,
สามแยก,sAm5 jYk3
สามรส,
สามเรือน,
สามล,
สามล้อ,sAm5 lX-4
สามล้อเครื่อง,sAm5 lX-4 KrRŋ3
สามลำคาน,
สามโลก,
สามวันดีสี่วันไข้,
สามวา,
สามวาสองศอก,
สามเวท,
สามเศียร,
สามสบ,
สามสลึงเฟื้อง,
สามสาย,
สามสิบ,sAm5 sip2
สามสิบกลีบ,
สามสิบห้า,
สามสี,
สามเสน,sAm5 sEn5
สามเสนวิทยาลัย,
สามเส้า,sAm5 saw3
สามหมุด,
สามหยิบ,
สามหาบ,
สามหาว,sAm5 hAw5
สามเหลี่ยม,sAm5 lJm2
สามเหลี่ยมด้านเท่า,
สามเหลี่ยมด้านไม่เท่า,
สามเหลี่ยมพหลโยธิน,
สามเหลี่ยมมุมฉาก,sAm5 lJm2 mum1 CAk2
สามเหลี่ยมมุมป้าน,
สามเหลี่ยมมุมแหลม,
สามเหลี่ยมหน้าจั่ว,sAm5 lJm2 nA-3 cV-2
สามแหยม,
สามะ,
สามัคคี,sA-5 mak4 KI-1
สามัญ,sA-5 man1
สามัญชน,sA-5 man1 Con1
สามัญนาม,sA-5 man1 nAm1
สามัญศึกษา,sA-5 man1 sɯk2 sA-5
สามัญสำนึก,sA-5 man1 sam5 nɯk4
สามัตถิยะ,
สามานย,
สามานย์,sA-5 mAn1
สามานยนาม,sA-5 mAn1 ja-4 nAm1
สามารถ,sA-5 mAt3
สามิกะ,
สามิต,
สามินี,
สามิภักดิ์,
สามี,sA-5 mI-1
สามีจิกรรม,
สามีภรรยา,sA-5 mI-1 Pan1 ra-4 jA-1
สาย,sAj5
ส่าย,sAj2
ส้าย,
สายกระได,
สายกลาง,sAj5 klAŋ1
สายการเดินเรือ,
สายการบิน,sAj5 kAn1 bin1
สายง่อง,
สายงาน,sAj5 ŋAn1
สายใจ,sAj5 caj1
สายชนวน,
สายชู,sAj5 CU-1
สายโซ่,
สายด่วน,sAj5 dVn2
สายดำ,
สายดิ่ง,sAj5 diŋ2
สายดิน,sAj5 din1
สายตรวจ,sAj5 trVt2
สายตะพาย,sAj5 taʔ2 PAj1
สายตัว,sAj5 tV-1
สายตัวแทบขาด,
สายตา,sAj5 tA-1
ส่ายตา,
สายตาไกล,
ส่ายตาดู,
สายตาพิการ,
สายตายาว,sAj5 tA-1 jAw1
สายตาสั้น,sAj5 tA-1 san3
สายตาเอียง,
สายติ่ง,
สายทิ้ง,
สายโทรศัพท์,sAj5 TO-1 ra-4 sap2
สายธาร,
สายธุรำ,
สายธุหร่ำ,
สายน้ำ,sAj5 nAm4
สายน้ำผึ้ง,
สายบังเหียน,sAj5 baŋ1 hJn5
สายบัว,sAj5 bV-1
สายเบรก,
สายเปลือย,
ส่ายไปส่ายมา,sAj2 paj1 sAj2 mA-1
สายฝน,sAj5 fon5
สายพันธุ์,sAj5 Pan1
สายพาน,sAj5 PAn1
สายฟ้า,sAj5 fA-4
สายไฟ,sAj5 faj1
สายไฟฟ้า,sAj5 faj1 fA-4
สายไฟฟ้า.,
สายมงคล,
สายม่าน,
สายไม่ว่าง,sAj5 maj3 wAŋ3
สายยงยศ,sAj5 joŋ1 jot4
สายยาง,
สายยู,
สายโยก,
สายใย,sAj5 jaj1
สายใยแก้วนำแสง,
สายรก,
สายระเดียง,
สายระยาง,
สายระโยง,
สายรัดคาง,
สายรัดทึบ,
สายรุ้ง,sAj5 ruŋ4
สายลม,sAj5 lom1
สายล่อฟ้า,sAj5 lX-3 fA-4
สายลับ,sAj5 lap4
สายเลือด,sAj5 lRt3
สายโลหิต,sAj5 lO-1 hit2
สายวัด,sAj5 wat4
ส่ายศึก,
ส่ายเศิก,
สายสกุล,
สายส่ง,
สายสนกลใน,
สายสมร,sAj5 sa-1 mXn5
สายสร้อย,sAj5 sXj3
สายสลิง,
สายสวน,
สายสวาท,sAj5 sa-1 wAt2
สายสอง,
สายสะดือ,sAj5 saʔ2 dW-1
สายสะพาย,sAj5 saʔ2 PAj1
สายสัมพันธ์,sAj5 sam5 Pan1
สายสำอาง,
สายสิญจน์,sAj5 sin5
สายสืบ,sAj5 sWp2
สายสูตร,
สายสูบ,sAj5 sUp2
ส่ายหน้า,sAj2 nA-3
สายหยก,
สายหยุด,
สายเหนือ,
สายเหา,
สายไหม,sAj5 maj5
สายอากาศ,sAj5 ʔA-1 kAt2
สายเอก,
สายัณห์,sA-5 jan1
สายา,
สายาห์,sA-5 jA-1
สาร,sAn5
สารกรม,
สารกรมธรรม์,
สารกันบูด,sAn5 kan1 bUt2
สารกัมมันตรังสี,
สารกึ่งตัวนำ,sAn5 kɯŋ2 tV-1 nam1
สารขัณฑ์,
สารขัน,
สารขันฑ์,
สารขันธ์,
สารคดี,sA-5 ra-4 Ka-4 dI-1
สารเคมี,sAn5 KE-1 mI-1
สารเจือปน,
สารซักฟอก,
สารดูดความชื้น,
สารตรา,sAn5 trA-1
สารตะกั่ว,
สารตัวนำยิ่งยวด,sAn5 tV-1 nam1 jiŋ3 jVt3
สารถี,sA-5 ra-4 TI-5
สารถีชักรถ,
สารท,sAt2
สารทฤดู,sA-5 ra-4 Ta-4 rɯʔ4 dU-1
สารทา,
สารทิศ,sA-5 ra-4 Tit4
สารทุกข์,sA-5 ra-4 Tuk4
สารทุกข์สุกดิบ,sA-5 ra-4 Tuk4 suk2 dip2
สารทุกข์สุขดิบ,
สารธรรม,
สารนาถ,
สารนิเทศ,sA-5 ra-4 niʔ4 TEt3
สารนิเทศก์,
สารบบ,sA-5 ra-4 bop2
สารบบความ,
สารบรรณ,sAn5 ra-4 ban1
สารบัญ,sA-5 ra-4 ban1
สารบับ,sA-5 ra-4 bap2
ส้ารบับ,
สารบาญ,sA-5 ra-4 bAn1
สารบาญชี,
สารปนเปื้อน,sAn5 pon1 pRn3
สารประกอบ,sAn5 pra-1 kXp2
สารประโยชน์,
สารผสม,
สารพัด,sA-5 ra-4 Pat4
สารพัน,sA-5 ra-4 Pan1
สารพางค์,
สารพิษ,
สารพิษตกค้าง,
สารพี,
สารภาพ,sA-5 ra-4 PAp3
สารภาพบาป,
สารภาพผิด,
สารภี,sA-5 ra-4 PI-1
สารภีทะเล,
สารภีป่า,
สารไมย,
สารระเหย,
สารรูป,sA-5 ra-4 rUp3
สารละลาย,sAn5 laʔ4 lAj1
สารเลว,sAn5 lEw1
สารวัด,
สารวัตร,sA-5 raʔ4 wat4
สารวัตรทหาร,sA-5 raʔ4 wat4 Ta-4 hAn5
สารวัตรนักเรียน,
สารสนเทศ,sA-5 ra-4 son5 TEt3
สารส้ม,sAn5 som3
สารสังเคราะห์,
สารสิน,sA-5 ra-4 sin5
สารเสพติด,sAn5 sEp2 tit2
สารหนู,sAn5 nU-5
สารหนูขาว,
สารอาหาร,sAn5 ʔA-1 hAn5
สารอินทรีย์,sAn5 ʔin1 sI-1
สาระ,sA-5 raʔ4
สาระโกก,
สาระแน,sA-5 raʔ4 nY-1
สาระบันเทิง,
สาระประโยชน์,
สาระพา,
สาระพาเฮโล,
สาระยำ,
สาระวอน,
สาระวารี,
สาระสะมา,
สาระสังเขป,
สาระสำคัญ,sA-5 raʔ4 sam5 Kan1
สารัตถ,
สารัตถประโยชน์,
สารัตถศึกษา,
สารัตถะ,sA-5 rat4 Taʔ2
สารัตถะประโยชน์,
สารัทธ์,
สารัมภ์,
สาราณีย,
สาราณียกร,sA-5 rA-1 nI-1 ja-1 kXn1
สาราณียธรรม,
สาราณียะ,
สาราณียากร,
สารานุกรม,sA-5 rA-1 nuʔ4 krom1
สาริกา,sA-5 riʔ4 kA-1
สารีบุตร,
สารีริกธาตุ,sA-5 rI-1 rik4 ka-2 TAt3
สารูป,
สาโรช,
สาละ,sA-5 laʔ4
สาละลังกา,
สาละวน,sA-5 laʔ4 won1
สาละวิน,
สาลิ,sA-5 liʔ4
สาลิกา,sA-5 liʔ4 kA-1
สาลิกาแก้ว,
สาลิกาเขมร,
สาลิกาชมเดือน,
สาลิกาดง,sA-5 liʔ4 kA-1 doŋ1
สาลินี,sA-5 liʔ4 nI-1
สาลี,sA-5 lI-1
สาลี่,sA-5 lI-3
สาลี่กรอบ,
สาลู,
ส่าเลือด,
สาโลหิต,
สาว,sAw5
สาวก,sA-5 wok4
สาวกระทืบหอ,
สาวกอ,
สาวก้าว,
สาวแก่,sAw5 kY-2
สาวขนมจีน,
สาวคนรัก,sAw5 Kon1 rak4
สาวความ,
สาวงาม,sAw5 ŋAm1
สาวใช้,sAw5 Caj4
สาวด้าย,
สาวทึนทึก,sAw5 Tɯn1 Tɯk4
สาวทึมทึก,sAw5 Tɯm1 Tɯk4
สาวเท้า,sAw5 TAw4
สาวเทื้อ,
สาวน้อย,sAw5 nXj4
สาวน้อยร้อยชั่ง,
สาวน้อยเล่นน้ำ,
สาวนะ,
สาวพรหมจารี,
